OWA Weighted Fmax	OWA Weighted Fmax (micro)	OWA Weighted MCC	OWA Weighted MCC (micro)	OWA Weighted AUPRC	OWA Weighted Fmax (lowest 20%)	CAFA Weighted Fmax	CAFA Weighted Fmax (lowest 20%)	CAFA Fmax Macro	CAFA AUPRC	Model Name	Parameters Set ID	Sort Score	Fuzzy Y Test Path	Fuzzy Y Train Path	Ontology	Params
0.9071742084501531	0.9001848761960295	0.529081427270822	0.48054621460181024	0.7591882780562924	0.0	0.47952173031832623	0.0	0.319860384543167	0.2639248104263173	classic+fuzzy	4	0.5766731819197551	outputs/emb_tests/cc-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/test_y_fuzzy.npy	outputs/emb_tests/cc-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/train_y_fuzzy.npy	CC	"{""max_depth"": 5, ""min_data_in_leaf"": 5, ""min_gain_to_split"": 2.0, ""max_bin"": 256, ""lr"": 0.01, ""lambda_l2"": 1, ""use_hess"": true, ""gd_steps"": 1, ""colsample"": 0.4, ""subsample"": 0.9, ""ntrees"": 5000, ""es"": 150}"
0.9723947505298984	0.9520239096142079	0.43435528394374706	0.38069972771464844	0.7631127815530843	0.0	0.33427673661680046	0.0	0.4430729733899095	0.42717549021874046	conditional_negatives	10	0.5714577291434964	outputs/emb_tests/mf-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/test_y_fuzzy.npy	outputs/emb_tests/mf-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/train_y_fuzzy.npy	MF	"{""max_depth"": 12, ""min_data_in_leaf"": 10, ""min_gain_to_split"": 2.0, ""max_bin"": 255, ""lr"": 0.08, ""lambda_l2"": 50, ""use_hess"": false, ""gd_steps"": 3, ""colsample"": 0.4, ""subsample"": 0.5, ""ntrees"": 4500, ""es"": 200}"
0.898823120706621	0.8978780740127621	0.5390235284661297	0.4919205736211767	0.7636906800706922	0.0	0.4374080232103801	0.0	0.28802588910964244	0.22788133141321937	fuzzy-more_negatives	4	0.563755736465646	outputs/emb_tests/cc-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/test_y_fuzzy.npy	outputs/emb_tests/cc-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/train_y_fuzzy.npy	CC	"{""max_depth"": 5, ""min_data_in_leaf"": 5, ""min_gain_to_split"": 2.0, ""max_bin"": 256, ""lr"": 0.01, ""lambda_l2"": 1, ""use_hess"": true, ""gd_steps"": 1, ""colsample"": 0.4, ""subsample"": 0.9, ""ntrees"": 5000, ""es"": 150}"
0.8989501575616843	0.8971964282418335	0.5363924620749757	0.4820803762820257	0.7583967246885583	0.0	0.4412844338021299	0.0	0.2859376296733213	0.22364340257676316	fuzzy	4	0.560520273118262	outputs/emb_tests/cc-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/test_y_fuzzy.npy	outputs/emb_tests/cc-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/train_y_fuzzy.npy	CC	"{""max_depth"": 5, ""min_data_in_leaf"": 5, ""min_gain_to_split"": 2.0, ""max_bin"": 256, ""lr"": 0.01, ""lambda_l2"": 1, ""use_hess"": true, ""gd_steps"": 1, ""colsample"": 0.4, ""subsample"": 0.9, ""ntrees"": 5000, ""es"": 150}"
0.8348065408046126	0.8187469813004751	0.4250865859532668	0.39056730816143026	0.6334320053470025	0.0	0.6497678729583688	0.0	0.3274064246110289	0.28581999225529114	classic	4	0.5556668320045136	outputs/emb_tests/cc-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/test_y_fuzzy.npy	outputs/emb_tests/cc-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/train_y_fuzzy.npy	CC	"{""max_depth"": 5, ""min_data_in_leaf"": 5, ""min_gain_to_split"": 2.0, ""max_bin"": 256, ""lr"": 0.01, ""lambda_l2"": 1, ""use_hess"": true, ""gd_steps"": 1, ""colsample"": 0.4, ""subsample"": 0.9, ""ntrees"": 5000, ""es"": 150}"
0.8786858341428972	0.85298852031905	0.48677503463218746	0.4354187104205843	0.7103817841090387	0.0	0.4817654522803373	0.0	0.3205842149597892	0.2648989831223542	classic+conditional_negatives-more_negatives	4	0.5490906900502729	outputs/emb_tests/cc-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/test_y_fuzzy.npy	outputs/emb_tests/cc-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/train_y_fuzzy.npy	CC	"{""max_depth"": 5, ""min_data_in_leaf"": 5, ""min_gain_to_split"": 2.0, ""max_bin"": 256, ""lr"": 0.01, ""lambda_l2"": 1, ""use_hess"": true, ""gd_steps"": 1, ""colsample"": 0.4, ""subsample"": 0.9, ""ntrees"": 5000, ""es"": 150}"
0.8766186786556724	0.8516834960453723	0.4774052029161102	0.4257947715631907	0.7083499531498016	0.0	0.48243292996361886	0.0	0.3201834211793512	0.2650197008446462	classic+conditional_negatives	4	0.5466561703133259	outputs/emb_tests/cc-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/test_y_fuzzy.npy	outputs/emb_tests/cc-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/train_y_fuzzy.npy	CC	"{""max_depth"": 5, ""min_data_in_leaf"": 5, ""min_gain_to_split"": 2.0, ""max_bin"": 256, ""lr"": 0.01, ""lambda_l2"": 1, ""use_hess"": true, ""gd_steps"": 1, ""colsample"": 0.4, ""subsample"": 0.9, ""ntrees"": 5000, ""es"": 150}"
0.874418853027558	0.8533682212060374	0.4979904251599059	0.4415062306928927	0.716302533968312	0.0	0.46032618271809644	0.0	0.2990800686201443	0.244129849950508	conditional_negatives-more_negatives	4	0.5431266037071693	outputs/emb_tests/cc-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/test_y_fuzzy.npy	outputs/emb_tests/cc-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/train_y_fuzzy.npy	CC	"{""max_depth"": 5, ""min_data_in_leaf"": 5, ""min_gain_to_split"": 2.0, ""max_bin"": 256, ""lr"": 0.01, ""lambda_l2"": 1, ""use_hess"": true, ""gd_steps"": 1, ""colsample"": 0.4, ""subsample"": 0.9, ""ntrees"": 5000, ""es"": 150}"
0.8744168306117864	0.8509452332468411	0.4954470555781865	0.4378076042484733	0.7131596881065114	0.0	0.4537179254267427	0.0	0.2967827239611388	0.2427165555616701	conditional_negatives	4	0.5396694013180477	outputs/emb_tests/cc-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/test_y_fuzzy.npy	outputs/emb_tests/cc-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/train_y_fuzzy.npy	CC	"{""max_depth"": 5, ""min_data_in_leaf"": 5, ""min_gain_to_split"": 2.0, ""max_bin"": 256, ""lr"": 0.01, ""lambda_l2"": 1, ""use_hess"": true, ""gd_steps"": 1, ""colsample"": 0.4, ""subsample"": 0.9, ""ntrees"": 5000, ""es"": 150}"
0.9736624481984092	0.957219489036237	0.32637527652696374	0.2929971304389663	0.7820319202025108	0.1746565934065934	0.4581239943067889	0.0	0.2731479572172697	0.19897664093461978	fuzzy-more_negatives	2	0.5378698349838246	outputs/emb_tests/bp-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/test_y_fuzzy.npy	outputs/emb_tests/bp-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/train_y_fuzzy.npy	BP	"{""max_depth"": 8, ""min_data_in_leaf"": 1, ""min_gain_to_split"": 0.1, ""max_bin"": 256, ""lr"": 0.03, ""lambda_l2"": 1, ""use_hess"": true, ""gd_steps"": 2, ""colsample"": 0.05, ""subsample"": 0.6, ""ntrees"": 6000, ""es"": 200}"
0.970597930587631	0.9513706453052456	0.307772233303809	0.25617757754541653	0.7668869198937508	0.1746565934065934	0.49334883898633947	0.0	0.28355419292330764	0.21335415756342468	classic+fuzzy-more_negatives	2	0.5362276278588355	outputs/emb_tests/bp-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/test_y_fuzzy.npy	outputs/emb_tests/bp-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/train_y_fuzzy.npy	BP	"{""max_depth"": 8, ""min_data_in_leaf"": 1, ""min_gain_to_split"": 0.1, ""max_bin"": 256, ""lr"": 0.03, ""lambda_l2"": 1, ""use_hess"": true, ""gd_steps"": 2, ""colsample"": 0.05, ""subsample"": 0.6, ""ntrees"": 6000, ""es"": 200}"
0.9664028597361879	0.9414925713316993	0.31085905008460885	0.21852620192963715	0.7331809871565249	0.1218966218966219	0.41013610017684005	0.0	0.2873963301357819	0.21445430905561286	classic+conditional_negatives	7	0.5035580339300629	outputs/emb_tests/bp-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/test_y_fuzzy.npy	outputs/emb_tests/bp-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/train_y_fuzzy.npy	BP	"{""max_depth"": 12, ""min_data_in_leaf"": 50, ""min_gain_to_split"": 0.5, ""max_bin"": 255, ""lr"": 0.005, ""lambda_l2"": 0.1, ""use_hess"": true, ""gd_steps"": 3, ""colsample"": 0.05, ""subsample"": 0.7, ""ntrees"": 22500, ""es"": 200}"
0.9625910978665015	0.9414925713316993	0.2523900506668389	0.19244222896208352	0.6724554703305952	0.061342592592592594	0.4851567946454008	0.0	0.29310944191694005	0.22311837489185427	classic+conditional_negatives-more_negatives	3	0.5029330880323266	outputs/emb_tests/bp-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/test_y_fuzzy.npy	outputs/emb_tests/bp-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/train_y_fuzzy.npy	BP	"{""max_depth"": 4, ""min_data_in_leaf"": 50, ""min_gain_to_split"": 10.0, ""max_bin"": 64, ""lr"": 0.01, ""lambda_l2"": 0.1, ""use_hess"": true, ""gd_steps"": 1, ""colsample"": 0.8, ""subsample"": 0.5, ""ntrees"": 10000, ""es"": 100}"
0.9898951048493888	0.9833435111157781	0.41737270582255753	0.35770892622529593	0.9198869068660737	0.42308006535947706	0.11617775304734704	0.0	0.18194026210968053	0.1218131889353989	fuzzy	3	0.49978605723797875	outputs/emb_tests/bp-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/test_y_fuzzy.npy	outputs/emb_tests/bp-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/train_y_fuzzy.npy	BP	"{""max_depth"": 4, ""min_data_in_leaf"": 50, ""min_gain_to_split"": 10.0, ""max_bin"": 64, ""lr"": 0.01, ""lambda_l2"": 0.1, ""use_hess"": true, ""gd_steps"": 1, ""colsample"": 0.8, ""subsample"": 0.5, ""ntrees"": 10000, ""es"": 100}"
0.9641112282723309	0.9414925713316993	0.20324496830335056	0.1556583463991661	0.6275257790492175	0.21569575871792104	0.5335912232178399	0.0	0.30974309275846634	0.23880759554071146	classic	4	0.49941510310772685	outputs/emb_tests/bp-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/test_y_fuzzy.npy	outputs/emb_tests/bp-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/train_y_fuzzy.npy	BP	"{""max_depth"": 5, ""min_data_in_leaf"": 5, ""min_gain_to_split"": 2.0, ""max_bin"": 256, ""lr"": 0.01, ""lambda_l2"": 1, ""use_hess"": true, ""gd_steps"": 1, ""colsample"": 0.4, ""subsample"": 0.9, ""ntrees"": 5000, ""es"": 150}"
0.9639232203965836	0.9414925713316993	0.2694782284977978	0.18627491767440704	0.6810928542389976	0.06359265734265734	0.43751727617035546	0.0	0.27569596065975105	0.203481450858992	conditional_negatives-more_negatives	7	0.4899718140548902	outputs/emb_tests/bp-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/test_y_fuzzy.npy	outputs/emb_tests/bp-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/train_y_fuzzy.npy	BP	"{""max_depth"": 12, ""min_data_in_leaf"": 50, ""min_gain_to_split"": 0.5, ""max_bin"": 255, ""lr"": 0.005, ""lambda_l2"": 0.1, ""use_hess"": true, ""gd_steps"": 3, ""colsample"": 0.05, ""subsample"": 0.7, ""ntrees"": 22500, ""es"": 200}"
0.9665948132730441	0.9414925713316993	0.32523932500379565	0.2409709372423059	0.7435318450887566	0.11843441150044924	0.11768540290294845	0.0	0.21497884700867814	0.1577166346247224	conditional_negatives	7	0.4402794782380865	outputs/emb_tests/bp-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/test_y_fuzzy.npy	outputs/emb_tests/bp-mix-12000-proteins-42-labels-min120/emb.ankh_base_mean/processed_inputs/train_y_fuzzy.npy	BP	"{""max_depth"": 12, ""min_data_in_leaf"": 50, ""min_gain_to_split"": 0.5, ""max_bin"": 255, ""lr"": 0.005, ""lambda_l2"": 0.1, ""use_hess"": true, ""gd_steps"": 3, ""colsample"": 0.05, ""subsample"": 0.7, ""ntrees"": 22500, ""es"": 200}"
